paper_id,venue_id,venue_name,year,year_status,title,authors,track,session,paper_type,doi,acm_url,ieee_url,openreview_url,arxiv_url,dblp_url,official_url,proceedings_url,pdf_url,source_title,source_url,source_type,source_priority,verification_status,confidence,topic_primary,topic_secondary,topic_tags,topic_cluster_id,topic_cluster_label,topic_cluster_status,topic_notes,artifact_url,code_url,dataset_url,award_refs,representative_role,representative_score,representative_reason,include_in_report,missing_fields,notes
ISPA-2021-P0610,ISPA,ISPA,2021,complete,Multi-Path Forwarding Strategy for Named Data Networking Based on Pending Interests and Available Bandwidth,Shanshan Shi|Jun Li|Bin Han|Haibo Wu|Yuxiang Ma|Qian Dong|Hans D. Schotten,ISPA 18,ISPA 18,accepted_paper,,,,,,https://dblp.org/search?q=Multi-Path+Forwarding+Strategy+for+Named+Data+Networking+Based+on+Pending+Interests+and+Available+Bandwidth,,https://www.proceedings.com/content/061/061722webtoc.pdf,https://www.proceedings.com/content/061/061722webtoc.pdf,ISPA 2021 proceedings table of contents,https://www.proceedings.com/content/061/061722webtoc.pdf,proceedings,primary,verified,high,T08/T10,network_routing_innetwork_datacenter_comm,network|routing|datacenter|communication,ISPA-C04,"Network routing, in-network computing, and datacenter communication",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi,TOC parsed row; page=731
ISPA-2021-P0611,ISPA,ISPA,2021,complete,Multi-Path Routing Deployment Method Based on SRv6,Lihua Song|Yuzhu Jin|Pengyu Wang|Dongchao Ma|Wenlong Chen|Laizhong Cui,ISPA 18,ISPA 18,accepted_paper,,,,,,https://dblp.org/search?q=Multi-Path+Routing+Deployment+Method+Based+on+SRv6,,https://www.proceedings.com/content/061/061722webtoc.pdf,https://www.proceedings.com/content/061/061722webtoc.pdf,ISPA 2021 proceedings table of contents,https://www.proceedings.com/content/061/061722webtoc.pdf,proceedings,primary,verified,high,T08/T10,network_routing_innetwork_datacenter_comm,network|routing|datacenter|communication,ISPA-C04,"Network routing, in-network computing, and datacenter communication",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi,TOC parsed row; page=723
ISPA-2021-P0612,ISPA,ISPA,2021,complete,NetANNS: A High-Performance Distributed Search Framework Based on In-Network Computing,Penghao Zhang|Heng Pan|Zhenyu Li|Gaogang Xie|Penglai Cui,ISPA 7,ISPA 7,accepted_paper,,,,,,https://dblp.org/search?q=NetANNS:+A+High-Performance+Distributed+Search+Framework+Based+on+In-Network+Computing,,https://www.proceedings.com/content/061/061722webtoc.pdf,https://www.proceedings.com/content/061/061722webtoc.pdf,ISPA 2021 proceedings table of contents,https://www.proceedings.com/content/061/061722webtoc.pdf,proceedings,primary,verified,high,T08/T10,network_routing_innetwork_datacenter_comm,network|routing|datacenter|communication,ISPA-C04,"Network routing, in-network computing, and datacenter communication",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi,TOC parsed row; page=271
ISPA-2021-P0613,ISPA,ISPA,2021,complete,Novel Resource Allocation Algorithm of Edge Computing Based on Deep Reinforcement Learning Mechanism,Degan Zhang|Hongrui Fan|Jie Zhang,ISPA 11,ISPA 11,accepted_paper,,,,,,https://dblp.org/search?q=Novel+Resource+Allocation+Algorithm+of+Edge+Computing+Based+on+Deep+Reinforcement+Learning+Mechanism,,https://www.proceedings.com/content/061/061722webtoc.pdf,https://www.proceedings.com/content/061/061722webtoc.pdf,ISPA 2021 proceedings table of contents,https://www.proceedings.com/content/061/061722webtoc.pdf,proceedings,primary,verified,high,T04/T08/T10,edge_cloud_offloading_scheduling,edge|cloud|scheduling|resource_management,ISPA-C01,"Edge/cloud offloading, scheduling, and resource management",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi,TOC parsed row; page=437
ISPA-2021-P0614,ISPA,ISPA,2021,complete,NUMA-Aware FFT-Based Convolution on ARMv8 Many-Core CPUs,Xiandong Huang|Qinglin Wang|Shuyu Lu|Ruochen Hao|Songzhu Mei|Jie Liu,ISPA 26,ISPA 26,accepted_paper,,,,,,https://dblp.org/search?q=NUMA-Aware+FFT-Based+Convolution+on+ARMv8+Many-Core+CPUs,,https://www.proceedings.com/content/061/061722webtoc.pdf,https://www.proceedings.com/content/061/061722webtoc.pdf,ISPA 2021 proceedings table of contents,https://www.proceedings.com/content/061/061722webtoc.pdf,proceedings,primary,verified,high,T07/T11,parallel_hpc_application_optimization,parallel|hpc|application_optimization,ISPA-C02,Parallel/HPC application optimization,provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi,TOC parsed row; page=1019
ISPA-2021-P0615,ISPA,ISPA,2021,complete,Object Pose Estimation for Robotic Grasping Based on Multi-View Keypoint Detection,Zheyuan Hu|Renluan Hou|Jianwei Niu|Xiaolong Yu|Tao Ren|Qingfeng Li,ISPA 33,ISPA 33,accepted_paper,,,,,,https://dblp.org/search?q=Object+Pose+Estimation+for+Robotic+Grasping+Based+on+Multi-View+Keypoint+Detection,,https://www.proceedings.com/content/061/061722webtoc.pdf,https://www.proceedings.com/content/061/061722webtoc.pdf,ISPA 2021 proceedings table of contents,https://www.proceedings.com/content/061/061722webtoc.pdf,proceedings,primary,verified,high,T11,misc_or_application_specific_boundary,needs_review,ISPA-C10,Miscellaneous or application-specific boundary rows,uncertain,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi,TOC parsed row; page missing
ISPA-2021-P0616,ISPA,ISPA,2021,complete,Off-Chain Anonymous Payment Channel Scheme Based on Mimblewimble,Zhenyu Guan|Lixin Zhang|Yingpeng Zhang|Dawei Li|Yu Sun|Jian Cui,ISPA 37,ISPA 37,accepted_paper,,,,,,https://dblp.org/search?q=Off-Chain+Anonymous+Payment+Channel+Scheme+Based+on+Mimblewimble,,https://www.proceedings.com/content/061/061722webtoc.pdf,https://www.proceedings.com/content/061/061722webtoc.pdf,ISPA 2021 proceedings table of contents,https://www.proceedings.com/content/061/061722webtoc.pdf,proceedings,primary,verified,high,T11,misc_or_application_specific_boundary,needs_review,ISPA-C10,Miscellaneous or application-specific boundary rows,uncertain,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi,TOC parsed row; page=1469
ISPA-2021-P0617,ISPA,ISPA,2021,complete,Optimal FPGA-Oriented Lightweight Network Architecture Search under Multi-Objective Constraints,Xiaobin Li|Hongxu Jiang|Fangzheng Tian|Yonghua Zhang|Rui Miao|Donghuan Xu,ISPA 25,ISPA 25,accepted_paper,10.1109/ispa-bdcloud-socialcom-sustaincom52081.2021.00137,,,,,https://dblp.org/search?q=Optimal+FPGA-Oriented+Lightweight+Network+Architecture+Search+under+Multi-Objective+Constraints,,https://www.proceedings.com/content/061/061722webtoc.pdf,https://www.proceedings.com/content/061/061722webtoc.pdf,ISPA 2021 proceedings table of contents,https://www.proceedings.com/content/061/061722webtoc.pdf,proceedings,primary,verified,high,T02/T03/T05/T06/T07,accelerator_gpu_fpga_architecture,gpu|fpga|accelerator|architecture,ISPA-C05,"Accelerator, GPU, FPGA, and specialized architecture",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,,TOC parsed row; page=971
ISPA-2021-P0618,ISPA,ISPA,2021,complete,Optimization for Node Cooperation in Hierarchical Federated Learning,Xin Shen|Zhuo Li|Xin Chen,ISPA 19,ISPA 19,accepted_paper,,,,,,https://dblp.org/search?q=Optimization+for+Node+Cooperation+in+Hierarchical+Federated+Learning,,https://www.proceedings.com/content/061/061722webtoc.pdf,https://www.proceedings.com/content/061/061722webtoc.pdf,ISPA 2021 proceedings table of contents,https://www.proceedings.com/content/061/061722webtoc.pdf,proceedings,primary,verified,high,T11/T12,federated_privacy_security_blockchain,security|privacy|federated|blockchain,ISPA-C07,"Security, privacy, federated learning, and blockchain",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi,TOC parsed row; page=738
ISPA-2021-P0619,ISPA,ISPA,2021,complete,Optimization of the Parallel Semi-Lagrangian Scheme in the YHGSM Based on the Adaptive Maximum Wind Speed,Dazheng Liu|Jianping Wu|Tao Jiang|Yingjie Wang|Xiaotian Pan|Penglun Li,ISPA 34,ISPA 34,accepted_paper,,,,,,https://dblp.org/search?q=Optimization+of+the+Parallel+Semi-Lagrangian+Scheme+in+the+YHGSM+Based+on+the+Adaptive+Maximum+Wind+Speed,,https://www.proceedings.com/content/061/061722webtoc.pdf,https://www.proceedings.com/content/061/061722webtoc.pdf,ISPA 2021 proceedings table of contents,https://www.proceedings.com/content/061/061722webtoc.pdf,proceedings,primary,verified,high,T07/T11,parallel_hpc_application_optimization,parallel|hpc|application_optimization,ISPA-C02,Parallel/HPC application optimization,provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi,TOC parsed row; page=1336
ISPA-2021-P0620,ISPA,ISPA,2021,complete,ORIC: A Self-Adjusting Blockchain Protocol with High Throughput,Ting Xiong|Tao Xie|Jin Xie|Xiaochun Luo,ISPA 36,ISPA 36,accepted_paper,,,,,,https://dblp.org/search?q=ORIC:+A+Self-Adjusting+Blockchain+Protocol+with+High+Throughput,,https://www.proceedings.com/content/061/061722webtoc.pdf,https://www.proceedings.com/content/061/061722webtoc.pdf,ISPA 2021 proceedings table of contents,https://www.proceedings.com/content/061/061722webtoc.pdf,proceedings,primary,verified,high,T11/T12,federated_privacy_security_blockchain,security|privacy|federated|blockchain,ISPA-C07,"Security, privacy, federated learning, and blockchain",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi,TOC parsed row; page=1422
ISPA-2021-P0621,ISPA,ISPA,2021,complete,PAARD: Proximity-Aware All-Reduce Communication for Dragonfly Networks,Junchao Ma|Dezun Dong|Cunlu Li|Ke Wu|Liquan Xiao,ISPA 6,ISPA 6,accepted_paper,,,,,,https://dblp.org/search?q=PAARD:+Proximity-Aware+All-Reduce+Communication+for+Dragonfly+Networks,,https://www.proceedings.com/content/061/061722webtoc.pdf,https://www.proceedings.com/content/061/061722webtoc.pdf,ISPA 2021 proceedings table of contents,https://www.proceedings.com/content/061/061722webtoc.pdf,proceedings,primary,verified,high,T08/T10,network_routing_innetwork_datacenter_comm,network|routing|datacenter|communication,ISPA-C04,"Network routing, in-network computing, and datacenter communication",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi,TOC parsed row; page=238
ISPA-2021-P0622,ISPA,ISPA,2021,complete,Packet-Sequence and Byte-Distribution Is Enough for Real-Time Identification of Application Traffic,Luming Yang|Shaojing Fu|Yongjun Wang|Chao Li|Shanghuai Feng|Yuchuan Luo|Lin Liu,ISPA 28,ISPA 28,accepted_paper,,,,,,https://dblp.org/search?q=Packet-Sequence+and+Byte-Distribution+Is+Enough+for+Real-Time+Identification+of+Application+Traffic,,https://www.proceedings.com/content/061/061722webtoc.pdf,https://www.proceedings.com/content/061/061722webtoc.pdf,ISPA 2021 proceedings table of contents,https://www.proceedings.com/content/061/061722webtoc.pdf,proceedings,primary,verified,high,T11,misc_or_application_specific_boundary,needs_review,ISPA-C10,Miscellaneous or application-specific boundary rows,uncertain,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi,TOC parsed row; page=1126
ISPA-2021-P0623,ISPA,ISPA,2021,complete,PANDA: Population Automatic Neural Distributed Algorithm for Deep Learning,Jia Wei|Xingjun Zhang|Zeyu Ji|Jingbo Li|Zheng Wei,ISPA 35,ISPA 35,accepted_paper,,,,,,https://dblp.org/search?q=PANDA:+Population+Automatic+Neural+Distributed+Algorithm+for+Deep+Learning,,https://www.proceedings.com/content/061/061722webtoc.pdf,https://www.proceedings.com/content/061/061722webtoc.pdf,ISPA 2021 proceedings table of contents,https://www.proceedings.com/content/061/061722webtoc.pdf,proceedings,primary,verified,high,T02/T04/T08,ml_ai_models_for_systems_apps,ml|ai|application_model,ISPA-C08,ML/AI models for systems and applications,provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi,TOC parsed row; page missing
ISPA-2021-P0624,ISPA,ISPA,2021,complete,Parallel Analysis of TACLeBench Kernel Benchmark's Loop and Procedure Level Speculation,Huiling Meng|Yaobin Wang|Ling Li|Manasah Musariri|Xinyi Wang,ISPA 26,ISPA 26,accepted_paper,,,,,,https://dblp.org/search?q=Parallel+Analysis+of+TACLeBench+Kernel+Benchmark's+Loop+and+Procedure+Level+Speculation,,https://www.proceedings.com/content/061/061722webtoc.pdf,https://www.proceedings.com/content/061/061722webtoc.pdf,ISPA 2021 proceedings table of contents,https://www.proceedings.com/content/061/061722webtoc.pdf,proceedings,primary,verified,high,T07/T11,parallel_hpc_application_optimization,parallel|hpc|application_optimization,ISPA-C02,Parallel/HPC application optimization,provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi,TOC parsed row; page=1035
ISPA-2021-P0625,ISPA,ISPA,2021,complete,Parallel Counterfactual Regret Minimization in Crowdsourcing Imperfect-Information Expanded Game,Jie Zhang|Kefan Li|Baoming Zhang|Ming Xu|Chongjun Wang,ISPA 36,ISPA 36,accepted_paper,,,,,,https://dblp.org/search?q=Parallel+Counterfactual+Regret+Minimization+in+Crowdsourcing+Imperfect-Information+Expanded+Game,,https://www.proceedings.com/content/061/061722webtoc.pdf,https://www.proceedings.com/content/061/061722webtoc.pdf,ISPA 2021 proceedings table of contents,https://www.proceedings.com/content/061/061722webtoc.pdf,proceedings,primary,verified,high,T07/T11,parallel_hpc_application_optimization,parallel|hpc|application_optimization,ISPA-C02,Parallel/HPC application optimization,provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi,TOC parsed row; page=1444
ISPA-2021-P0626,ISPA,ISPA,2021,complete,Parameter Servers Placement for Distributed Deep Learning in Edge Computing,Jiaquan Yan|Yalan Wu|Jigang Wu|Long Chen,ISPA 10,ISPA 10,accepted_paper,,,,,,https://dblp.org/search?q=Parameter+Servers+Placement+for+Distributed+Deep+Learning+in+Edge+Computing,,https://www.proceedings.com/content/061/061722webtoc.pdf,https://www.proceedings.com/content/061/061722webtoc.pdf,ISPA 2021 proceedings table of contents,https://www.proceedings.com/content/061/061722webtoc.pdf,proceedings,primary,verified,high,T04/T08/T10,edge_cloud_offloading_scheduling,edge|cloud|scheduling|resource_management,ISPA-C01,"Edge/cloud offloading, scheduling, and resource management",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi,TOC parsed row; page=398
ISPA-2021-P0627,ISPA,ISPA,2021,complete,PCGraph: Accelerating GNN Inference on Large Graphs via Partition Caching,Lizhi Zhang|Zhiquan Lai|Yu Tang|Dongsheng Li|Feng Liu|Xiaochun Luo,ISPA 7,ISPA 7,accepted_paper,10.1109/ispa-bdcloud-socialcom-sustaincom52081.2021.00048,,,,,https://dblp.org/search?q=PCGraph:+Accelerating+GNN+Inference+on+Large+Graphs+via+Partition+Caching,,https://www.proceedings.com/content/061/061722webtoc.pdf,https://www.proceedings.com/content/061/061722webtoc.pdf,ISPA 2021 proceedings table of contents,https://www.proceedings.com/content/061/061722webtoc.pdf,proceedings,primary,verified,high,T05/T09,graph_irregular_recommendation_gnn,graph|irregular|gnn|sparse,ISPA-C06,"Graph, irregular, recommendation, and GNN workloads",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,milestone,4,2021 GNN inference cache/partition route.,yes,,TOC parsed row; page=279
ISPA-2021-P0628,ISPA,ISPA,2021,complete,PEBIID: Privacy-Preserving and Efficient Biometric Identification for IoV DApp,Chun Liu|Lin Yang|LinRu Ma|LiuCheng Shi|Xuexian Hu|WeiPeng Cao|JingJing Zhang,ISPA 2,ISPA 2,accepted_paper,,,,,,https://dblp.org/search?q=PEBIID:+Privacy-Preserving+and+Efficient+Biometric+Identification+for+IoV+DApp,,https://www.proceedings.com/content/061/061722webtoc.pdf,https://www.proceedings.com/content/061/061722webtoc.pdf,ISPA 2021 proceedings table of contents,https://www.proceedings.com/content/061/061722webtoc.pdf,proceedings,primary,verified,high,T11/T12,federated_privacy_security_blockchain,security|privacy|federated|blockchain,ISPA-C07,"Security, privacy, federated learning, and blockchain",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi,TOC parsed row; page=63
ISPA-2021-P0629,ISPA,ISPA,2021,complete,PIPArch: Programmable Image Processing Architecture Using Sliding Array,Feiyang Wu|Zhuoran Song|Jing Ke|Li Jiang|Naifeng Jing|Xiaoyao Liang,ISPA 2,ISPA 2,accepted_paper,,,,,,https://dblp.org/search?q=PIPArch:+Programmable+Image+Processing+Architecture+Using+Sliding+Array,,https://www.proceedings.com/content/061/061722webtoc.pdf,https://www.proceedings.com/content/061/061722webtoc.pdf,ISPA 2021 proceedings table of contents,https://www.proceedings.com/content/061/061722webtoc.pdf,proceedings,primary,verified,high,T11,misc_or_application_specific_boundary,needs_review,ISPA-C10,Miscellaneous or application-specific boundary rows,uncertain,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi,TOC parsed row; page=73
ISPA-2021-P0630,ISPA,ISPA,2021,complete,Polarmask-Tracker: Lightweight Multi-Object Tracking and Segmentation Model for Edge Device,Xiaoyun Dong|Zhenchao Ouyang|Zeling Guo|Jianwei Niu,ISPA 17,ISPA 17,accepted_paper,,,,,,https://dblp.org/search?q=Polarmask-Tracker:+Lightweight+Multi-Object+Tracking+and+Segmentation+Model+for+Edge+Device,,https://www.proceedings.com/content/061/061722webtoc.pdf,https://www.proceedings.com/content/061/061722webtoc.pdf,ISPA 2021 proceedings table of contents,https://www.proceedings.com/content/061/061722webtoc.pdf,proceedings,primary,verified,high,T04/T08/T10,edge_cloud_offloading_scheduling,edge|cloud|scheduling|resource_management,ISPA-C01,"Edge/cloud offloading, scheduling, and resource management",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi,TOC parsed row; page=689
ISPA-2021-P0631,ISPA,ISPA,2021,complete,Practical Deanonymization Attack in Ethereum Based on P2P Network Analysis,Yue Gao|Jinqiao Shi|Xuebin Wang|Ruisheng Shi|Zelin Yin|Yanyan Yang,ISPA 36,ISPA 36,accepted_paper,,,,,,https://dblp.org/search?q=Practical+Deanonymization+Attack+in+Ethereum+Based+on+P2P+Network+Analysis,,https://www.proceedings.com/content/061/061722webtoc.pdf,https://www.proceedings.com/content/061/061722webtoc.pdf,ISPA 2021 proceedings table of contents,https://www.proceedings.com/content/061/061722webtoc.pdf,proceedings,primary,verified,high,T08/T10,network_routing_innetwork_datacenter_comm,network|routing|datacenter|communication,ISPA-C04,"Network routing, in-network computing, and datacenter communication",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi,TOC parsed row; page=1402
ISPA-2021-P0632,ISPA,ISPA,2021,complete,Practical Multi-Authority Ciphertext Policy Attribute-Based Encryption from R-LWE,Jianguo Sun|Yuqing Qiao|Zechao Liu|Yitao Chen|Yang Yang,ISPA 36,ISPA 36,accepted_paper,,,,,,https://dblp.org/search?q=Practical+Multi-Authority+Ciphertext+Policy+Attribute-Based+Encryption+from+R-LWE,,https://www.proceedings.com/content/061/061722webtoc.pdf,https://www.proceedings.com/content/061/061722webtoc.pdf,ISPA 2021 proceedings table of contents,https://www.proceedings.com/content/061/061722webtoc.pdf,proceedings,primary,verified,high,T11,misc_or_application_specific_boundary,needs_review,ISPA-C10,Miscellaneous or application-specific boundary rows,uncertain,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi,TOC parsed row; page=1435
ISPA-2021-P0633,ISPA,ISPA,2021,complete,Profiling HPC Applications with Low Overhead and High Accuracy,Jingyuan Zhao|Xin Liu|Yao Liu|Penglong Jiao|Jinshuo Liu|Wei Xue,ISPA 33,ISPA 33,accepted_paper,,,,,,https://dblp.org/search?q=Profiling+HPC+Applications+with+Low+Overhead+and+High+Accuracy,,https://www.proceedings.com/content/061/061722webtoc.pdf,https://www.proceedings.com/content/061/061722webtoc.pdf,ISPA 2021 proceedings table of contents,https://www.proceedings.com/content/061/061722webtoc.pdf,proceedings,primary,verified,high,T07/T11,parallel_hpc_application_optimization,parallel|hpc|application_optimization,ISPA-C02,Parallel/HPC application optimization,provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi,TOC parsed row; page=1295
ISPA-2021-P0634,ISPA,ISPA,2021,complete,QMIMC: Q-Learning Model Based on Imperfect-Information under Multi-Agent Crowdtesting,Jie Zhang|Kefan Li|Baoming Zhang|Ming Xu|Chongjun Wang,ISPA 28,ISPA 28,accepted_paper,,,,,,https://dblp.org/search?q=QMIMC:+Q-Learning+Model+Based+on+Imperfect-Information+under+Multi-Agent+Crowdtesting,,https://www.proceedings.com/content/061/061722webtoc.pdf,https://www.proceedings.com/content/061/061722webtoc.pdf,ISPA 2021 proceedings table of contents,https://www.proceedings.com/content/061/061722webtoc.pdf,proceedings,primary,verified,high,T11,performance_modeling_benchmark_testing_tools,benchmark|profiling|testing|tooling,ISPA-C09,"Performance modeling, benchmarking, testing, and tools",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi,TOC parsed row; page=1110
ISPA-2021-P0635,ISPA,ISPA,2021,complete,Quantization Improvements for LU Decomposition to Solve Linear Equations,Lin Chen|Kang He|Hao Jiang|Roberto Barrio|Jie Liu|Tiejun Li,ISPA 27,ISPA 27,accepted_paper,,,,,,https://dblp.org/search?q=Quantization+Improvements+for+LU+Decomposition+to+Solve+Linear+Equations,,https://www.proceedings.com/content/061/061722webtoc.pdf,https://www.proceedings.com/content/061/061722webtoc.pdf,ISPA 2021 proceedings table of contents,https://www.proceedings.com/content/061/061722webtoc.pdf,proceedings,primary,verified,high,T11,misc_or_application_specific_boundary,needs_review,ISPA-C10,Miscellaneous or application-specific boundary rows,uncertain,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi,TOC parsed row; page=1075
ISPA-2021-P0636,ISPA,ISPA,2021,complete,QuickCDC: A Quick Content Defined Chunking Algorithm Based on Jumping and Dynamically Adjusting Mask Bits,Zhen Xu|Wenbo Zhang,ISPA 7,ISPA 7,accepted_paper,,,,,,https://dblp.org/search?q=QuickCDC:+A+Quick+Content+Defined+Chunking+Algorithm+Based+on+Jumping+and+Dynamically+Adjusting+Mask+Bits,,https://www.proceedings.com/content/061/061722webtoc.pdf,https://www.proceedings.com/content/061/061722webtoc.pdf,ISPA 2021 proceedings table of contents,https://www.proceedings.com/content/061/061722webtoc.pdf,proceedings,primary,verified,high,T07/T11,parallel_hpc_application_optimization,parallel|hpc|application_optimization,ISPA-C02,Parallel/HPC application optimization,provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi,TOC parsed row; page=288
ISPA-2021-P0637,ISPA,ISPA,2021,complete,Real-Time Ship Detection from Infrared Images through Multi-Feature Fusion,Rui Miao|Hongxu Jiang|Fangzheng Tian|Xiaobin Li|Yonghua Zhang|Dong Dong,ISPA 13,ISPA 13,accepted_paper,,,,,,https://dblp.org/search?q=Real-Time+Ship+Detection+from+Infrared+Images+through+Multi-Feature+Fusion,,https://www.proceedings.com/content/061/061722webtoc.pdf,https://www.proceedings.com/content/061/061722webtoc.pdf,ISPA 2021 proceedings table of contents,https://www.proceedings.com/content/061/061722webtoc.pdf,proceedings,primary,verified,high,T11,misc_or_application_specific_boundary,needs_review,ISPA-C10,Miscellaneous or application-specific boundary rows,uncertain,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi,TOC parsed row; page=533
ISPA-2021-P0638,ISPA,ISPA,2021,complete,Research and Application of a Multidimensional Association Rules Mining Algorithm Based on Hadoop,Hong Guo|Nan Guo,ISPA 16,ISPA 16,accepted_paper,,,,,,https://dblp.org/search?q=Research+and+Application+of+a+Multidimensional+Association+Rules+Mining+Algorithm+Based+on+Hadoop,,https://www.proceedings.com/content/061/061722webtoc.pdf,https://www.proceedings.com/content/061/061722webtoc.pdf,ISPA 2021 proceedings table of contents,https://www.proceedings.com/content/061/061722webtoc.pdf,proceedings,primary,verified,high,T07/T11,parallel_hpc_application_optimization,parallel|hpc|application_optimization,ISPA-C02,Parallel/HPC application optimization,provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi,TOC parsed row; page=636
ISPA-2021-P0639,ISPA,ISPA,2021,complete,Rethinking Insertions to B+-Trees on Coupled CPU-GPU Architectures,Han Huang|Hua Luan,ISPA 25,ISPA 25,accepted_paper,,,,,,https://dblp.org/search?q=Rethinking+Insertions+to+B+-Trees+on+Coupled+CPU-GPU+Architectures,,https://www.proceedings.com/content/061/061722webtoc.pdf,https://www.proceedings.com/content/061/061722webtoc.pdf,ISPA 2021 proceedings table of contents,https://www.proceedings.com/content/061/061722webtoc.pdf,proceedings,primary,verified,high,T02/T03/T05/T06/T07,accelerator_gpu_fpga_architecture,gpu|fpga|accelerator|architecture,ISPA-C05,"Accelerator, GPU, FPGA, and specialized architecture",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi,TOC parsed row; page=993
ISPA-2021-P0640,ISPA,ISPA,2021,complete,RLConfig: Run-Time Configuration of Cluster Schedulers via Deep Reinforcement Learning,Xiaohui Wei|Changbao Zhou|Yong Sheng|Yan Wu|Lina Li|Shang Gao,ISPA 3,ISPA 3,accepted_paper,,,,,,https://dblp.org/search?q=RLConfig:+Run-Time+Configuration+of+Cluster+Schedulers+via+Deep+Reinforcement+Learning,,https://www.proceedings.com/content/061/061722webtoc.pdf,https://www.proceedings.com/content/061/061722webtoc.pdf,ISPA 2021 proceedings table of contents,https://www.proceedings.com/content/061/061722webtoc.pdf,proceedings,primary,verified,high,T04/T08/T10,edge_cloud_offloading_scheduling,edge|cloud|scheduling|resource_management,ISPA-C01,"Edge/cloud offloading, scheduling, and resource management",provisional,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi,TOC parsed row; page=92
ISPA-2021-P0641,ISPA,ISPA,2021,complete,Robust Social Event Detection via Deep Clustering,Jiaofu Zhang|Lianzhong Liu|Zihang Huang|Lihua Han|Shuhai Wang|Tongge Xu|Jingyi Zhang|Yangyang Li|Yifeng Liu|Zakirul Alam Bhuiyan,ISPA 21,ISPA 21,accepted_paper,,,,,,https://dblp.org/search?q=Robust+Social+Event+Detection+via+Deep+Clustering,,https://www.proceedings.com/content/061/061722webtoc.pdf,https://www.proceedings.com/content/061/061722webtoc.pdf,ISPA 2021 proceedings table of contents,https://www.proceedings.com/content/061/061722webtoc.pdf,proceedings,primary,verified,high,T11,misc_or_application_specific_boundary,needs_review,ISPA-C10,Miscellaneous or application-specific boundary rows,uncertain,Title/session-level cluster; abstract/PDF review required before stable taxonomy promotion.,,,,,none,,,maybe,doi,TOC parsed row; page=814
