paper_id,venue_id,venue_name,year,year_status,title,authors,track,session,paper_type,doi,acm_url,ieee_url,openreview_url,arxiv_url,dblp_url,official_url,proceedings_url,pdf_url,source_title,source_url,source_type,source_priority,verification_status,confidence,topic_primary,topic_secondary,topic_tags,topic_cluster_id,topic_cluster_label,topic_cluster_status,topic_notes,artifact_url,code_url,dataset_url,award_refs,representative_role,representative_score,representative_reason,include_in_report,missing_fields,notes
PACT-2020-P0040,PACT,PACT,2020,complete,"Scalable Specialization: Architectures, Interfaces, & Applications",Sarita V. Adve,Conference Papers,,accepted_paper,10.1145/3410463.3418601,,,,,https://dblp.org/rec/conf/IEEEpact/Adve20,https://pact20.cc.gatech.edu/program/,https://dblp.org/db/conf/IEEEpact/pact2020.html,,DBLP PACT 2020 proceedings metadata,https://doi.org/10.1145/3410463.3418601,paper,primary,verified,high,T11,general_needs_review,needs_review,PACT-C99,General PACT needs-review rows,uncertain,Fallback title-level bucket; not a stable topic.,,,,,none,,,maybe,abstract|keywords|session,DBLP XML row. DOI backfilled from existing DOI resolver source_url on 2026-06-27.
PACT-2020-P0041,PACT,PACT,2020,complete,SecSched: Flexible Scheduling in Secure Processors,Omais Shafi|Janibul Bashir,Conference Papers,,accepted_paper,10.1145/3410463.3414631,,,,,https://dblp.org/rec/conf/IEEEpact/ShafiB20,https://pact20.cc.gatech.edu/program/,https://dblp.org/db/conf/IEEEpact/pact2020.html,,DBLP PACT 2020 proceedings metadata,https://doi.org/10.1145/3410463.3414631,paper,primary,verified,high,T11,general_needs_review,needs_review,PACT-C99,General PACT needs-review rows,uncertain,Fallback title-level bucket; not a stable topic.,,,,,none,,,maybe,abstract|keywords|session,DBLP XML row. DOI backfilled from existing DOI resolver source_url on 2026-06-27.
PACT-2020-P0042,PACT,PACT,2020,complete,SparseRT: Accelerating Unstructured Sparsity on GPUs for Deep Learning Inference,Ziheng Wang,Conference Papers,Optimizations for GPUs,accepted_paper,10.1145/3410463.3414654,,,,,https://dblp.org/rec/conf/IEEEpact/Wang20,https://pact20.cc.gatech.edu/program/,https://dblp.org/db/conf/IEEEpact/pact2020.html,,DBLP PACT 2020 proceedings metadata,https://doi.org/10.1145/3410463.3414654,paper,primary,verified,high,T01/T02/T05,dnn_gnn_llm_acceleration,dnn|gnn|llm|moe|inference|training|tensor,PACT-C04,"DNN, GNN, LLM, and model-serving acceleration",provisional,Cluster seed from gpt-5.5 xhigh clustering agent; title/session-level assignment.,,,,,milestone,4,Sparse DNN inference on GPUs and irregular execution route.,yes,abstract|keywords,DBLP XML row. DOI backfilled from existing DOI resolver source_url on 2026-06-27. Session backfilled from official program source checked 2026-06-27.
PACT-2020-P0043,PACT,PACT,2020,complete,SparseTrain: Leveraging Dynamic Sparsity in Software for Training DNNs on General-Purpose SIMD Processors,Zhangxiaowen Gong|Houxiang Ji|Christopher W. Fletcher|Christopher J. Hughes|Josep Torrellas,Conference Papers,,accepted_paper,10.1145/3410463.3414655,,,,,https://dblp.org/rec/conf/IEEEpact/GongJFHT20,https://pact20.cc.gatech.edu/program/,https://dblp.org/db/conf/IEEEpact/pact2020.html,,DBLP PACT 2020 proceedings metadata,https://doi.org/10.1145/3410463.3414655,paper,primary,verified,high,T01/T02/T05,dnn_gnn_llm_acceleration,dnn|gnn|llm|moe|inference|training|tensor,PACT-C04,"DNN, GNN, LLM, and model-serving acceleration",provisional,Cluster seed from gpt-5.5 xhigh clustering agent; title/session-level assignment.,,,,,none,,,maybe,abstract|keywords|session,DBLP XML row. DOI backfilled from existing DOI resolver source_url on 2026-06-27.
PACT-2020-P0044,PACT,PACT,2020,complete,TAFE: Thread Address Footprint Estimation for Capturing Data/Thread Locality in GPU Systems,Kishore Punniyamurthy|Andreas Gerstlauer,Conference Papers,,accepted_paper,10.1145/3410463.3414641,,,,,https://dblp.org/rec/conf/IEEEpact/PunniyamurthyG20,https://pact20.cc.gatech.edu/program/,https://dblp.org/db/conf/IEEEpact/pact2020.html,,DBLP PACT 2020 proceedings metadata,https://doi.org/10.1145/3410463.3414641,paper,primary,verified,high,T08/T10/T11,gpu_memory_runtime_microarchitecture,gpu|runtime|cache|address_translation|warp|kernel,PACT-C02,"GPU memory, runtime, and microarchitecture",provisional,Cluster seed from gpt-5.5 xhigh clustering agent; title/session-level assignment.,,,,,none,,,maybe,abstract|keywords|session,DBLP XML row. DOI backfilled from existing DOI resolver source_url on 2026-06-27.
PACT-2020-P0045,PACT,PACT,2020,complete,The Forward Slice Core Microarchitecture,Kartik Lakshminarasimhan|Ajeya Naithani|Josué Feliu|Lieven Eeckhout,Conference Papers,,accepted_paper,10.1145/3410463.3414629,,,,,https://dblp.org/rec/conf/IEEEpact/Lakshminarasimhan20,https://pact20.cc.gatech.edu/program/,https://dblp.org/db/conf/IEEEpact/pact2020.html,,DBLP PACT 2020 proceedings metadata,https://doi.org/10.1145/3410463.3414629,paper,primary,verified,high,T11,general_needs_review,needs_review,PACT-C99,General PACT needs-review rows,uncertain,Fallback title-level bucket; not a stable topic.,,,,,none,,,maybe,abstract|keywords|session,DBLP XML row. DOI backfilled from existing DOI resolver source_url on 2026-06-27.
PACT-2020-P0046,PACT,PACT,2020,complete,Transmuter: Bridging the Efficiency Gap using Memory and Dataflow Reconfiguration,Subhankar Pal|Siying Feng|Dong-Hyeon Park|Sung Kim|Aporva Amarnath|Chi-Sheng Yang|Xin He 0011|Jonathan Beaumont|Kyle May|Yan Xiong 0002|Kuba Kaszyk|John Magnus Morton|Jiawen Sun|Michael F. P. O'Boyle|Murray Cole|Chaitali Chakrabarti|David T. Blaauw|Hun-Seok Kim|Trevor N. Mudge|Ronald G. Dreslinski,Conference Papers,,accepted_paper,10.1145/3410463.3414627,,,,,https://dblp.org/rec/conf/IEEEpact/PalFPKAYHBMXKMS20,https://pact20.cc.gatech.edu/program/,https://dblp.org/db/conf/IEEEpact/pact2020.html,,DBLP PACT 2020 proceedings metadata,https://doi.org/10.1145/3410463.3414627,paper,primary,verified,high,T11,general_needs_review,needs_review,PACT-C99,General PACT needs-review rows,uncertain,Fallback title-level bucket; not a stable topic.,,,,,none,,,maybe,abstract|keywords|session,DBLP XML row. DOI backfilled from existing DOI resolver source_url on 2026-06-27.
PACT-2020-P0047,PACT,PACT,2020,complete,Valkyrie: Leveraging Inter-TLB Locality to Enhance GPU Performance,Trinayan Baruah|Yifan Sun 0002|Saiful A. Mojumder|José L. Abellán|Yash Ukidave|Ajay Joshi|Norman Rubin|John Kim 0001|David R. Kaeli,Conference Papers,,accepted_paper,10.1145/3410463.3414639,,,,,https://dblp.org/rec/conf/IEEEpact/BaruahSMAUJRKK20,https://pact20.cc.gatech.edu/program/,https://dblp.org/db/conf/IEEEpact/pact2020.html,,DBLP PACT 2020 proceedings metadata,https://doi.org/10.1145/3410463.3414639,paper,primary,verified,high,T08/T10/T11,gpu_memory_runtime_microarchitecture,gpu|runtime|cache|address_translation|warp|kernel,PACT-C02,"GPU memory, runtime, and microarchitecture",provisional,Cluster seed from gpt-5.5 xhigh clustering agent; title/session-level assignment.,,,,,none,,,maybe,abstract|keywords|session,DBLP XML row. DOI backfilled from existing DOI resolver source_url on 2026-06-27.
PACT-2020-P0048,PACT,PACT,2020,complete,VP Float: First Class Treatment for Variable Precision Floating Point Arithmetic,Tiago T. Jost|Yves Durand|Christian Fabre|Albert Cohen 0001|Frédéric Pétrot,Conference Papers,,accepted_paper,10.1145/3410463.3414660,,,,,https://dblp.org/rec/conf/IEEEpact/JostDF0P20,https://pact20.cc.gatech.edu/program/,https://dblp.org/db/conf/IEEEpact/pact2020.html,,DBLP PACT 2020 proceedings metadata,https://doi.org/10.1145/3410463.3414660,paper,primary,verified,high,T11,general_needs_review,needs_review,PACT-C99,General PACT needs-review rows,uncertain,Fallback title-level bucket; not a stable topic.,,,,,none,,,maybe,abstract|keywords|session,DBLP XML row. DOI backfilled from existing DOI resolver source_url on 2026-06-27.
PACT-2020-P0049,PACT,PACT,2020,complete,VTensor: Using Virtual Tensors to Build a Layout-oblivious AI Programming Framework,Feng Yu 0019|Jiacheng Zhao|Huimin Cui|Xiaobing Feng 0002|Jingling Xue,Conference Papers,,accepted_paper,10.1145/3410463.3414664,,,,,https://dblp.org/rec/conf/IEEEpact/YuZC0X20,https://pact20.cc.gatech.edu/program/,https://dblp.org/db/conf/IEEEpact/pact2020.html,,DBLP PACT 2020 proceedings metadata,https://doi.org/10.1145/3410463.3414664,paper,primary,verified,high,T01/T02/T05,dnn_gnn_llm_acceleration,dnn|gnn|llm|moe|inference|training|tensor,PACT-C04,"DNN, GNN, LLM, and model-serving acceleration",provisional,Cluster seed from gpt-5.5 xhigh clustering agent; title/session-level assignment.,,,,,none,,,maybe,abstract|keywords|session,DBLP XML row. DOI backfilled from existing DOI resolver source_url on 2026-06-27.
PACT-2021-P0001,PACT,PACT,2021,complete,A Flexible Approach to Autotuning Multi-Pass Machine Learning Compilers,Phitchaya Mangpo Phothilimthana|Amit Sabne|Nikhil Sarda|Karthik Srinivasa Murthy|Yanqi Zhou|Christof Angermueller|Mike Burrows|Sudip Roy 0002|Ketan Mandke|Rezsa Farahani|Yu Emma Wang|Berkin Ilbeyi|Blake A. Hechtman|Bjarke Roune|Shen Wang|Yuanzhong Xu|Samuel J. Kaufman,Conference Papers,,accepted_paper,10.1109/PACT52795.2021.00008,,https://doi.org/10.1109/PACT52795.2021.00008,,,https://dblp.org/rec/conf/IEEEpact/PhothilimthanaS21,,https://dblp.org/db/conf/IEEEpact/pact2021.html,,DBLP PACT 2021 proceedings metadata,https://doi.org/10.1109/PACT52795.2021.00008,paper,primary,verified,high,T07/T08/T11,compiler_codegen_autotuning,compiler|code_generation|autotuning|polyhedral|dsl|mlir|loop_optimization,PACT-C01,"Compiler, code generation, and autotuning",provisional,Cluster seed from gpt-5.5 xhigh clustering agent; title/session-level assignment.,,,,,tool_benchmark,4,ML compiler autotuning route.,yes,abstract|keywords|session,DBLP XML row. DOI backfilled from existing DOI resolver source_url on 2026-06-27.
PACT-2021-P0002,PACT,PACT,2021,complete,Accelerating Fourier and Number Theoretic Transforms using Tensor Cores and Warp Shuffles,Sultan Durrani|Muhammad Saad Chughtai|Mert Hidayetoglu|Rashid Tahir|Abdul Dakkak|Lawrence Rauchwerger|Fareed Zaffar|Wen-Mei W. Hwu,Conference Papers,,accepted_paper,10.1109/PACT52795.2021.00032,,https://doi.org/10.1109/PACT52795.2021.00032,,,https://dblp.org/rec/conf/IEEEpact/DurraniCHTDRZH21,,https://dblp.org/db/conf/IEEEpact/pact2021.html,,DBLP PACT 2021 proceedings metadata,https://doi.org/10.1109/PACT52795.2021.00032,paper,primary,verified,high,T01/T02/T05,dnn_gnn_llm_acceleration,dnn|gnn|llm|moe|inference|training|tensor,PACT-C04,"DNN, GNN, LLM, and model-serving acceleration",provisional,Cluster seed from gpt-5.5 xhigh clustering agent; title/session-level assignment.,,,,,none,,,maybe,abstract|keywords|session,DBLP XML row. DOI backfilled from existing DOI resolver source_url on 2026-06-27.
PACT-2021-P0003,PACT,PACT,2021,complete,AIBench Scenario: Scenario-Distilling AI Benchmarking,Wanling Gao|Fei Tang 0003|Jianfeng Zhan|Xu Wen|Lei Wang 0004|Zheng Cao 0003|Chuanxin Lan|Chunjie Luo|Xiaoli Liu 0002|Zihan Jiang 0006,Conference Papers,,accepted_paper,10.1109/PACT52795.2021.00018,,https://doi.org/10.1109/PACT52795.2021.00018,,,https://dblp.org/rec/conf/IEEEpact/GaoTZWWCLLLJ21,,https://dblp.org/db/conf/IEEEpact/pact2021.html,,DBLP PACT 2021 proceedings metadata,https://doi.org/10.1109/PACT52795.2021.00018,paper,primary,verified,high,T11,profiling_benchmark_modeling,profiling|benchmark|modeling|simulation|sample_selection,PACT-C09,"Profiling, benchmarking, modeling, and simulation",provisional,Cluster seed from gpt-5.5 xhigh clustering agent; title/session-level assignment.,,,,,none,,,maybe,abstract|keywords|session,DBLP XML row. DOI backfilled from existing DOI resolver source_url on 2026-06-27.
PACT-2021-P0004,PACT,PACT,2021,complete,"CBP: Coordinated management of cache partitioning, bandwidth partitioning and prefetch throttling",Nadja Ramhöj Holtryd|Madhavan Manivannan|Per Stenström|Miquel Pericàs,Conference Papers,,accepted_paper,10.1109/PACT52795.2021.00023,,https://doi.org/10.1109/PACT52795.2021.00023,,,https://dblp.org/rec/conf/IEEEpact/HoltrydMSP21,,https://dblp.org/db/conf/IEEEpact/pact2021.html,,DBLP PACT 2021 proceedings metadata,https://doi.org/10.1109/PACT52795.2021.00023,paper,primary,verified,high,T08/T10/T11,gpu_memory_runtime_microarchitecture,gpu|runtime|cache|address_translation|warp|kernel,PACT-C02,"GPU memory, runtime, and microarchitecture",provisional,Cluster seed from gpt-5.5 xhigh clustering agent; title/session-level assignment.,,,,,none,,,maybe,abstract|keywords|session,DBLP XML row. DOI backfilled from existing DOI resolver source_url on 2026-06-27.
PACT-2021-P0005,PACT,PACT,2021,complete,CoPlace: Effectively Mitigating Cache Conflicts in Modern Clouds,Xiaowei Shang|Weiwei Jia 0001|Jianchen Shan|Xiaoning Ding,Conference Papers,,accepted_paper,10.1109/PACT52795.2021.00027,,https://doi.org/10.1109/PACT52795.2021.00027,,,https://dblp.org/rec/conf/IEEEpact/ShangJSD21,,https://dblp.org/db/conf/IEEEpact/pact2021.html,,DBLP PACT 2021 proceedings metadata,https://doi.org/10.1109/PACT52795.2021.00027,paper,primary,verified,high,T08/T10/T11,gpu_memory_runtime_microarchitecture,gpu|runtime|cache|address_translation|warp|kernel,PACT-C02,"GPU memory, runtime, and microarchitecture",provisional,Cluster seed from gpt-5.5 xhigh clustering agent; title/session-level assignment.,,,,,none,,,maybe,abstract|keywords|session,DBLP XML row. DOI backfilled from existing DOI resolver source_url on 2026-06-27.
PACT-2021-P0006,PACT,PACT,2021,complete,Dryadic: Flexible and Fast Graph Pattern Matching at Scale,Daniel Mawhirter|Sam Reinehr|Wei Han|Noah Fields|Miles Claver|Connor Holmes|Jedidiah McClurg|Tongping Liu|Bo Wu 0002,Conference Papers,,accepted_paper,10.1109/PACT52795.2021.00028,,https://doi.org/10.1109/PACT52795.2021.00028,,,https://dblp.org/rec/conf/IEEEpact/MawhirterRHFCHM21,,https://dblp.org/db/conf/IEEEpact/pact2021.html,,DBLP PACT 2021 proceedings metadata,https://doi.org/10.1109/PACT52795.2021.00028,paper,primary,verified,high,T09/T05/T08,graph_sparse_irregular_gpu,graph|sparse|irregular|gpu|olap|spmm,PACT-C03,"Graph, sparse, irregular, and OLAP on parallel hardware",provisional,Cluster seed from gpt-5.5 xhigh clustering agent; title/session-level assignment.,,,,,none,,,maybe,abstract|keywords|session,DBLP XML row. DOI backfilled from existing DOI resolver source_url on 2026-06-27.
PACT-2021-P0007,PACT,PACT,2021,complete,Google Neural Network Models for Edge Devices: Analyzing and Mitigating Machine Learning Inference Bottlenecks,Amirali Boroumand|Saugata Ghose|Berkin Akin|Ravi Narayanaswami|Geraldo F. Oliveira|Xiaoyu Ma|Eric Shiu|Onur Mutlu,Conference Papers,,accepted_paper,10.1109/PACT52795.2021.00019,,https://doi.org/10.1109/PACT52795.2021.00019,,,https://dblp.org/rec/conf/IEEEpact/BoroumandGANOMS21,,https://dblp.org/db/conf/IEEEpact/pact2021.html,,DBLP PACT 2021 proceedings metadata,https://doi.org/10.1109/PACT52795.2021.00019,paper,primary,verified,high,T01/T02/T05,dnn_gnn_llm_acceleration,dnn|gnn|llm|moe|inference|training|tensor,PACT-C04,"DNN, GNN, LLM, and model-serving acceleration",provisional,Cluster seed from gpt-5.5 xhigh clustering agent; title/session-level assignment.,,,,,none,,,maybe,abstract|keywords|session,DBLP XML row. DOI backfilled from existing DOI resolver source_url on 2026-06-27.
PACT-2021-P0008,PACT,PACT,2021,complete,HERTI: A Reinforcement Learning-Augmented System for Efficient Real-Time Inference on Heterogeneous Embedded Systems,Myeonggyun Han|Woongki Baek,Conference Papers,,accepted_paper,10.1109/PACT52795.2021.00014,,https://doi.org/10.1109/PACT52795.2021.00014,,,https://dblp.org/rec/conf/IEEEpact/HanB21,,https://dblp.org/db/conf/IEEEpact/pact2021.html,,DBLP PACT 2021 proceedings metadata,https://doi.org/10.1109/PACT52795.2021.00014,paper,primary,verified,high,T01/T02/T05,dnn_gnn_llm_acceleration,dnn|gnn|llm|moe|inference|training|tensor,PACT-C04,"DNN, GNN, LLM, and model-serving acceleration",provisional,Cluster seed from gpt-5.5 xhigh clustering agent; title/session-level assignment.,,,,,none,,,maybe,abstract|keywords|session,DBLP XML row. DOI backfilled from existing DOI resolver source_url on 2026-06-27.
PACT-2021-P0009,PACT,PACT,2021,complete,InnerSP: A Memory Efficient Sparse Matrix Multiplication Accelerator with Locality-Aware Inner Product Processing,Daehyeon Baek|Soojin Hwang|Taekyung Heo|Daehoon Kim 0001|Jaehyuk Huh 0001,Conference Papers,,accepted_paper,10.1109/PACT52795.2021.00016,,https://doi.org/10.1109/PACT52795.2021.00016,,,https://dblp.org/rec/conf/IEEEpact/BaekHHKH21,,https://dblp.org/db/conf/IEEEpact/pact2021.html,,DBLP PACT 2021 proceedings metadata,https://doi.org/10.1109/PACT52795.2021.00016,paper,primary,verified,high,T09/T05/T08,graph_sparse_irregular_gpu,graph|sparse|irregular|gpu|olap|spmm,PACT-C03,"Graph, sparse, irregular, and OLAP on parallel hardware",provisional,Cluster seed from gpt-5.5 xhigh clustering agent; title/session-level assignment.,,,,,none,,,maybe,abstract|keywords|session,DBLP XML row. DOI backfilled from existing DOI resolver source_url on 2026-06-27.
PACT-2021-P0010,PACT,PACT,2021,complete,Invalidate or Update? Revisiting Coherence for Tomorrow's Cache Hierarchies,Mingcan Zhu|Amna Shahab|Antonios Katsarakis|Boris Grot,Conference Papers,,accepted_paper,10.1109/PACT52795.2021.00024,,https://doi.org/10.1109/PACT52795.2021.00024,,,https://dblp.org/rec/conf/IEEEpact/ZhuSKG21,,https://dblp.org/db/conf/IEEEpact/pact2021.html,,DBLP PACT 2021 proceedings metadata,https://doi.org/10.1109/PACT52795.2021.00024,paper,primary,verified,high,T08/T10/T11,gpu_memory_runtime_microarchitecture,gpu|runtime|cache|address_translation|warp|kernel,PACT-C02,"GPU memory, runtime, and microarchitecture",provisional,Cluster seed from gpt-5.5 xhigh clustering agent; title/session-level assignment.,,,,,none,,,maybe,abstract|keywords|session,DBLP XML row. DOI backfilled from existing DOI resolver source_url on 2026-06-27.
PACT-2021-P0011,PACT,PACT,2021,complete,"NLP-Fast: A Fast, Scalable, and Flexible System to Accelerate Large-Scale Heterogeneous NLP Models",Joonsung Kim 0001|Suyeon Hur|Eunbok Lee|Seungho Lee|Jangwoo Kim,Conference Papers,,accepted_paper,10.1109/PACT52795.2021.00013,,https://doi.org/10.1109/PACT52795.2021.00013,,,https://dblp.org/rec/conf/IEEEpact/KimHLLK21,,https://dblp.org/db/conf/IEEEpact/pact2021.html,,DBLP PACT 2021 proceedings metadata,https://doi.org/10.1109/PACT52795.2021.00013,paper,primary,verified,high,T06/T07/T12,spatial_fpga_heterogeneous_accelerators,fpga|spatial|heterogeneous|accelerator|hls|source_to_source,PACT-C06,"Spatial, FPGA, and heterogeneous accelerators",provisional,Cluster seed from gpt-5.5 xhigh clustering agent; title/session-level assignment.,,,,,none,,,maybe,abstract|keywords|session,DBLP XML row. DOI backfilled from existing DOI resolver source_url on 2026-06-27.
PACT-2021-P0012,PACT,PACT,2021,complete,nuKSM: NUMA-aware Memory De-duplication on Multi-socket Servers,Akash Panda|Ashish Panwar|Arkaprava Basu,Conference Papers,,accepted_paper,10.1109/PACT52795.2021.00026,,https://doi.org/10.1109/PACT52795.2021.00026,,,https://dblp.org/rec/conf/IEEEpact/PandaPB21,,https://dblp.org/db/conf/IEEEpact/pact2021.html,,DBLP PACT 2021 proceedings metadata,https://doi.org/10.1109/PACT52795.2021.00026,paper,primary,verified,high,T11,general_needs_review,needs_review,PACT-C99,General PACT needs-review rows,uncertain,Fallback title-level bucket; not a stable topic.,,,,,none,,,maybe,abstract|keywords|session,DBLP XML row. DOI backfilled from existing DOI resolver source_url on 2026-06-27.
PACT-2021-P0013,PACT,PACT,2021,complete,PIM-DL: Boosting DNN Inference on Digital Processing In-Memory Architectures via Data Layout Optimizations,Minxuan Zhou|Guoyang Chen|Mohsen Imani|Saransh Gupta|Weifeng Zhang 0003|Tajana Rosing,Conference Papers,,accepted_paper,10.1109/PACT52795.2021.00021,,https://doi.org/10.1109/PACT52795.2021.00021,,,https://dblp.org/rec/conf/IEEEpact/ZhouCIGZR21,,https://dblp.org/db/conf/IEEEpact/pact2021.html,,DBLP PACT 2021 proceedings metadata,https://doi.org/10.1109/PACT52795.2021.00021,paper,primary,verified,high,T10/T01/T11,memory_pim_cxl_persistence,memory|pim|near_memory|cxl|nvm|kv_cache|data_movement,PACT-C05,"Memory, PIM, CXL, persistence, and data movement",provisional,Cluster seed from gpt-5.5 xhigh clustering agent; title/session-level assignment.,,,,,frontier,4,DNN inference on digital PIM with layout optimization.,yes,abstract|keywords|session,DBLP XML row. DOI backfilled from existing DOI resolver source_url on 2026-06-27.
PACT-2021-P0014,PACT,PACT,2021,complete,Polygeist: Raising C to Polyhedral MLIR,William S. Moses|Lorenzo Chelini|Ruizhe Zhao|Oleksandr Zinenko,Conference Papers,,accepted_paper,10.1109/PACT52795.2021.00011,,https://doi.org/10.1109/PACT52795.2021.00011,,,https://dblp.org/rec/conf/IEEEpact/MosesCZZ21,,https://dblp.org/db/conf/IEEEpact/pact2021.html,,DBLP PACT 2021 proceedings metadata,https://doi.org/10.1109/PACT52795.2021.00011,paper,primary,verified,high,T07/T08/T11,compiler_codegen_autotuning,compiler|code_generation|autotuning|polyhedral|dsl|mlir|loop_optimization,PACT-C01,"Compiler, code generation, and autotuning",provisional,Cluster seed from gpt-5.5 xhigh clustering agent; title/session-level assignment.,,https://github.com/llvm/Polygeist,,,tool_benchmark,5,MLIR/polyhedral compiler infrastructure route.,yes,abstract|keywords|session,DBLP XML row. DOI backfilled from existing DOI resolver source_url on 2026-06-27. Code URL added from issue-metadata agent source check 2026-06-27; runnable status not evaluated.
PACT-2021-P0015,PACT,PACT,2021,complete,PolyGym: Polyhedral Optimizations as an Environment for Reinforcement Learning,Alexander Brauckmann|Andrés Goens|Jerónimo Castrillón,Conference Papers,,accepted_paper,10.1109/PACT52795.2021.00009,,https://doi.org/10.1109/PACT52795.2021.00009,,,https://dblp.org/rec/conf/IEEEpact/BrauckmannGC21,,https://dblp.org/db/conf/IEEEpact/pact2021.html,,DBLP PACT 2021 proceedings metadata,https://doi.org/10.1109/PACT52795.2021.00009,paper,primary,verified,high,T07/T08/T11,compiler_codegen_autotuning,compiler|code_generation|autotuning|polyhedral|dsl|mlir|loop_optimization,PACT-C01,"Compiler, code generation, and autotuning",provisional,Cluster seed from gpt-5.5 xhigh clustering agent; title/session-level assignment.,,,,,none,,,maybe,abstract|keywords|session,DBLP XML row. DOI backfilled from existing DOI resolver source_url on 2026-06-27.
PACT-2021-P0016,PACT,PACT,2021,complete,Precision Batching: Bitserial Decomposition for Efficient Neural Network Inference on GPUs,Maximilian Lam|Zachary Yedidia|Colby R. Banbury|Vijay Janapa Reddi,Conference Papers,,accepted_paper,10.1109/PACT52795.2021.00017,,https://doi.org/10.1109/PACT52795.2021.00017,,,https://dblp.org/rec/conf/IEEEpact/LamYBR21,,https://dblp.org/db/conf/IEEEpact/pact2021.html,,DBLP PACT 2021 proceedings metadata,https://doi.org/10.1109/PACT52795.2021.00017,paper,primary,verified,high,T01/T02/T05,dnn_gnn_llm_acceleration,dnn|gnn|llm|moe|inference|training|tensor,PACT-C04,"DNN, GNN, LLM, and model-serving acceleration",provisional,Cluster seed from gpt-5.5 xhigh clustering agent; title/session-level assignment.,,,,,none,,,maybe,abstract|keywords|session,DBLP XML row. DOI backfilled from existing DOI resolver source_url on 2026-06-27.
PACT-2021-P0017,PACT,PACT,2021,complete,Program Lifting using Gray-Box Behavior,Bruce Collie|Michael F. P. O'Boyle,Conference Papers,,accepted_paper,10.1109/PACT52795.2021.00012,,https://doi.org/10.1109/PACT52795.2021.00012,,,https://dblp.org/rec/conf/IEEEpact/CollieO21,,https://dblp.org/db/conf/IEEEpact/pact2021.html,,DBLP PACT 2021 proceedings metadata,https://doi.org/10.1109/PACT52795.2021.00012,paper,primary,verified,high,T11,general_needs_review,needs_review,PACT-C99,General PACT needs-review rows,uncertain,Fallback title-level bucket; not a stable topic.,,,,,none,,,maybe,abstract|keywords|session,DBLP XML row. DOI backfilled from existing DOI resolver source_url on 2026-06-27.
PACT-2021-P0018,PACT,PACT,2021,complete,SEER: A Time Prediction Model for CNNs from GPU Kernel's View,Guodong Liu|Sa Wang|Yungang Bao,Conference Papers,,accepted_paper,10.1109/PACT52795.2021.00020,,https://doi.org/10.1109/PACT52795.2021.00020,,,https://dblp.org/rec/conf/IEEEpact/LiuWB21,,https://dblp.org/db/conf/IEEEpact/pact2021.html,,DBLP PACT 2021 proceedings metadata,https://doi.org/10.1109/PACT52795.2021.00020,paper,primary,verified,high,T08/T10/T11,gpu_memory_runtime_microarchitecture,gpu|runtime|cache|address_translation|warp|kernel,PACT-C02,"GPU memory, runtime, and microarchitecture",provisional,Cluster seed from gpt-5.5 xhigh clustering agent; title/session-level assignment.,,,,,none,,,maybe,abstract|keywords|session,DBLP XML row. DOI backfilled from existing DOI resolver source_url on 2026-06-27.
PACT-2021-P0019,PACT,PACT,2021,complete,Skywalker: Efficient Alias-Method-Based Graph Sampling and Random Walk on GPUs,Pengyu Wang 0003|Chao Li 0009|Jing Wang 0055|Taolei Wang|Lu Zhang 0049|Jingwen Leng|Quan Chen 0002|Minyi Guo,Conference Papers,,accepted_paper,10.1109/PACT52795.2021.00029,,https://doi.org/10.1109/PACT52795.2021.00029,,,https://dblp.org/rec/conf/IEEEpact/WangLWWZLCG21,,https://dblp.org/db/conf/IEEEpact/pact2021.html,,DBLP PACT 2021 proceedings metadata,https://doi.org/10.1109/PACT52795.2021.00029,paper,primary,verified,high,T09/T05/T08,graph_sparse_irregular_gpu,graph|sparse|irregular|gpu|olap|spmm,PACT-C03,"Graph, sparse, irregular, and OLAP on parallel hardware",provisional,Cluster seed from gpt-5.5 xhigh clustering agent; title/session-level assignment.,,,,,none,,,maybe,abstract|keywords|session,DBLP XML row. DOI backfilled from existing DOI resolver source_url on 2026-06-27.
PACT-2021-P0020,PACT,PACT,2021,complete,SumPA: Efficient Pattern-Centric Graph Mining with Pattern Abstraction,Chuangyi Gui|Xiaofei Liao|Long Zheng 0003|Pengcheng Yao|Qinggang Wang|Hai Jin 0001,Conference Papers,,accepted_paper,10.1109/PACT52795.2021.00030,,https://doi.org/10.1109/PACT52795.2021.00030,,,https://dblp.org/rec/conf/IEEEpact/GuiLZYWJ21,,https://dblp.org/db/conf/IEEEpact/pact2021.html,,DBLP PACT 2021 proceedings metadata,https://doi.org/10.1109/PACT52795.2021.00030,paper,primary,verified,high,T09/T05/T08,graph_sparse_irregular_gpu,graph|sparse|irregular|gpu|olap|spmm,PACT-C03,"Graph, sparse, irregular, and OLAP on parallel hardware",provisional,Cluster seed from gpt-5.5 xhigh clustering agent; title/session-level assignment.,,,,,none,,,maybe,abstract|keywords|session,DBLP XML row. DOI backfilled from existing DOI resolver source_url on 2026-06-27.
